Date ,Day,Month,Quarter,Year,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,No of trades 
12-Feb-25,Wednesday,February,Q1,2025,EQ,3971.1,4021.75,3940.15,3963.55,3956.25,3950.15,3978.32,4592.25,3591.5,1678002,128576
11-Feb-25,Tuesday,February,Q1,2025,EQ,4018.4,4040,3955,4036.95,3967,3963.55,3989.58,4592.25,3591.5,1810908,121478
10-Feb-25,Monday,February,Q1,2025,EQ,4040,4052,4014.35,4029.4,4034,4036.95,4035.26,4592.25,3591.5,1339511,133697
07-Feb-25,Friday,February,Q1,2025,EQ,4090,4090,4008,4082.75,4032,4029.4,4033.06,4592.25,3591.5,1548940,177110
06-Feb-25,Thursday,February,Q1,2025,EQ,4105.4,4139.5,4051.55,4091.1,4087,4082.75,4080.65,4592.25,3591.5,2284536,183903
05-Feb-25,Wednesday,February,Q1,2025,EQ,4150,4150,4076,4107.05,4086,4091.1,4096.29,4592.25,3591.5,1693912,130235
04-Feb-25,Tuesday,February,Q1,2025,EQ,4083.7,4118.85,4066.05,4068.65,4105.15,4107.05,4098,4592.25,3591.5,2547132,141942
03-Feb-25,Monday,February,Q1,2025,EQ,4030.9,4077,3998.7,4073.15,4064,4068.65,4045.97,4592.25,3591.5,1265713,155134
01-Feb-25,Saturday,February,Q1,2025,EQ,4113,4135.9,4056,4112.4,4073,4073.15,4082.48,4592.25,3591.5,437172,49186
31-Jan-25,Friday,January,Q1,2025,EQ,4110,4128.45,4085.25,4100.05,4114.15,4112.4,4106.05,4592.25,3591.5,1492943,121858
30-Jan-25,Thursday,January,Q1,2025,EQ,4099.9,4129.9,4058.5,4099.8,4100,4100.05,4098.87,4592.25,3591.5,1531251,97767
29-Jan-25,Wednesday,January,Q1,2025,EQ,4054,4107.85,4054,4040.3,4105,4099.8,4091.12,4592.25,3591.5,1217089,108284
28-Jan-25,Tuesday,January,Q1,2025,EQ,4070.8,4102,4028.3,4065.15,4040,4040.3,4057.3,4592.25,3591.5,2468272,150121
27-Jan-25,Monday,January,Q1,2025,EQ,4102,4156.35,4041.05,4152.35,4067,4065.15,4088.62,4592.25,3591.5,1551782,143859
24-Jan-25,Friday,January,Q1,2025,EQ,4104,4178,4104,4145.45,4153.1,4152.35,4155.62,4592.25,3591.5,1910099,99760
23-Jan-25,Thursday,January,Q1,2025,EQ,4168,4191.35,4140.05,4156.6,4148,4145.45,4161.12,4592.25,3591.5,1822998,139860
22-Jan-25,Wednesday,January,Q1,2025,EQ,4050,4163.15,4044.2,4035.85,4152,4156.6,4132.48,4592.25,3591.5,2409223,153702
21-Jan-25,Tuesday,January,Q1,2025,EQ,4095.3,4111,4030,4077.8,4038,4035.85,4065.27,4592.25,3591.5,1971591,148666
20-Jan-25,Monday,January,Q1,2025,EQ,4145.8,4145.8,4068.1,4124.3,4080,4077.8,4085.51,4592.25,3591.5,1287799,148489
17-Jan-25,Friday,January,Q1,2025,EQ,4159.9,4160.6,4100.05,4206.3,4130,4124.3,4132.6,4592.25,3591.5,1761466,157671
16-Jan-25,Thursday,January,Q1,2025,EQ,4260,4294,4191.85,4249.6,4215,4206.3,4212.91,4592.25,3591.5,2637705,176306
15-Jan-25,Wednesday,January,Q1,2025,EQ,4218,4256.45,4207.45,4233.05,4255.4,4249.6,4229.68,4592.25,3591.5,1653474,130857
14-Jan-25,Tuesday,January,Q1,2025,EQ,4302,4313.9,4219.05,4291.1,4241.15,4233.05,4252.06,4592.25,3591.5,3441709,180842
13-Jan-25,Monday,January,Q1,2025,EQ,4245,4322.95,4227.4,4265.65,4299,4291.1,4294.04,4592.25,3591.5,4003771,270932
10-Jan-25,Friday,January,Q1,2025,EQ,4200,4297,4170,4038.85,4265,4265.65,4240.63,4592.25,3591.5,7894300,436975
09-Jan-25,Thursday,January,Q1,2025,EQ,4101,4137.75,4025.3,4108.4,4044,4038.85,4073.67,4592.25,3591.5,2392472,183446
08-Jan-25,Wednesday,January,Q1,2025,EQ,4034.9,4126,4017.75,4028.3,4095.05,4108.4,4056.18,4592.25,3591.5,2181277,180073
07-Jan-25,Tuesday,January,Q1,2025,EQ,4114.95,4140.35,4011.55,4095,4031,4028.3,4045.86,4592.25,3591.5,2669054,177825
06-Jan-25,Monday,January,Q1,2025,EQ,4105.5,4149.65,4066.4,4099.9,4090,4095,4107.14,4592.25,3591.5,2085593,158660
03-Jan-25,Friday,January,Q1,2025,EQ,4179.95,4179.95,4092.3,4175.75,4097,4099.9,4114.17,4592.25,3591.5,1791953,125354
02-Jan-25,Thursday,January,Q1,2025,EQ,4120,4183,4096.95,4112.45,4166,4175.75,4159.77,4592.25,3591.5,1720835,124549
01-Jan-25,Wednesday,January,Q1,2025,EQ,4094.4,4134,4085.45,4094.8,4112,4112.45,4112.75,4592.25,3591.5,763161,99498
31-Dec-24,Tuesday,December,Q4,2024,EQ,4135,4139.95,4032.05,4158.8,4106,4094.8,4079.71,4592.25,3591.5,1555429,162877
30-Dec-24,Monday,December,Q4,2024,EQ,4151,4199.3,4112,4164.85,4150,4158.8,4152.08,4592.25,3591.5,1527169,116250
27-Dec-24,Friday,December,Q4,2024,EQ,4163,4180.95,4147.25,4169.1,4157.1,4164.85,4163.19,4592.25,3591.5,858100,88194
26-Dec-24,Thursday,December,Q4,2024,EQ,4179.5,4199.95,4143.15,4179.5,4170,4169.1,4163.43,4592.25,3591.5,1208464,106756
24-Dec-24,Tuesday,December,Q4,2024,EQ,4158.3,4218,4158.3,4158.3,4182,4179.5,4186.17,4592.25,3591.5,1181886,77609
23-Dec-24,Monday,December,Q4,2024,EQ,4200.05,4217,4114.9,4170.3,4157.05,4158.3,4150.99,4592.25,3591.5,2195338,149845
20-Dec-24,Friday,December,Q4,2024,EQ,4329,4382,4152.5,4271.9,4177.05,4170.3,4239.81,4592.25,3591.5,4116989,214598
19-Dec-24,Thursday,December,Q4,2024,EQ,4282,4364,4262,4347.85,4281,4271.9,4302.28,4592.25,3591.5,3015763,217876
18-Dec-24,Wednesday,December,Q4,2024,EQ,4311.7,4362,4289.6,4328.5,4355.65,4347.85,4333.96,4592.25,3591.5,1575404,106590
17-Dec-24,Tuesday,December,Q4,2024,EQ,4410,4432.95,4318,4415.2,4322.7,4328.5,4346.26,4592.25,3591.5,3225027,172049
16-Dec-24,Monday,December,Q4,2024,EQ,4459,4475,4397,4473.9,4416,4415.2,4425.19,4592.25,3591.5,1646224,132903
13-Dec-24,Friday,December,Q4,2024,EQ,4434.95,4494.9,4394.4,4454.95,4474.9,4473.9,4457.63,4592.25,3563,1967048,153642
12-Dec-24,Thursday,December,Q4,2024,EQ,4430.05,4485,4426,4427.45,4460,4454.95,4461.52,4592.25,3563,1914642,149188
11-Dec-24,Wednesday,December,Q4,2024,EQ,4431.85,4448.65,4407,4432.55,4423,4427.45,4425.28,4592.25,3563,1635256,108588
10-Dec-24,Tuesday,December,Q4,2024,EQ,4426.15,4493.8,4412.1,4452.15,4437.8,4432.55,4440.97,4592.25,3563,2087828,142478
09-Dec-24,Monday,December,Q4,2024,EQ,4430.45,4469.4,4415.55,4445.5,4445.6,4452.15,4446.54,4592.25,3563,2066639,127439
06-Dec-24,Friday,December,Q4,2024,EQ,4453,4465,4412.75,4464.05,4444.15,4445.5,4439.27,4592.25,3498,1842087,138417
05-Dec-24,Thursday,December,Q4,2024,EQ,4400.8,4489,4360,4354.4,4455.15,4464.05,4430.75,4592.25,3498,3746747,260982
04-Dec-24,Wednesday,December,Q4,2024,EQ,4313.55,4386.95,4289.05,4302.75,4342,4354.4,4360.32,4592.25,3498,3302642,217385
03-Dec-24,Tuesday,December,Q4,2024,EQ,4314.35,4325,4265.45,4276.65,4303,4302.75,4298.86,4592.25,3498,2010905,144243
02-Dec-24,Monday,December,Q4,2024,EQ,4270,4288.2,4230.05,4270.85,4268.85,4276.65,4267.97,4592.25,3498,1670944,158372
29-Nov-24,Friday,November,Q4,2024,EQ,4220,4298.7,4195.65,4244.9,4266,4270.85,4262.53,4592.25,3433,2017425,133480
28-Nov-24,Thursday,November,Q4,2024,EQ,4319,4339.95,4233,4332.55,4250.8,4244.9,4265.99,4592.25,3433,2558544,165049
27-Nov-24,Wednesday,November,Q4,2024,EQ,4358.95,4377.4,4324.05,4352.7,4332.95,4332.55,4348.89,4592.25,3433,1558993,118269
26-Nov-24,Tuesday,November,Q4,2024,EQ,4321.05,4366.6,4310,4315.1,4351,4352.7,4337.42,4592.25,3433,2060669,156578
25-Nov-24,Monday,November,Q4,2024,EQ,4280,4328.1,4252.2,4244.6,4320,4315.1,4303.42,4592.25,3433,4052167,154060
22-Nov-24,Friday,November,Q4,2024,EQ,4071,4254.95,4054,4072.85,4221.95,4244.6,4186.15,4592.25,3433,3096553,163715
21-Nov-24,Thursday,November,Q4,2024,EQ,4044.9,4092.45,4024,4039.55,4068,4072.85,4058.28,4592.25,3433,2384347,158009
19-Nov-24,Tuesday,November,Q4,2024,EQ,4019.9,4132.15,4014.1,4019.5,4042,4039.55,4080.53,4592.25,3433,1776233,133137
18-Nov-24,Monday,November,Q4,2024,EQ,4213,4213,3990.2,4145.9,4017.15,4019.5,4071.97,4592.25,3433,3313944,178320
