Date ,Day,Month,Year,Quarter,series ,OPEN ,HIGH ,LOW ,PREV. CLOSE ,ltp ,close ,vwap ,52W H ,52W L ,VOLUME ,VALUE ,No of trades 
30-Dec-24,Monday,December,2024,Q4,EQ,646.25,651.00,641.80,643.65,650.80,648.90,648.43,714.80,209.80,163911.00,106284072.60,4517.00
27-Dec-24,Friday,December,2024,Q4,EQ,635.80,658.80,629.55,629.55,640.00,643.65,644.96,714.80,209.80,173541.00,111927459.50,6147.00
26-Dec-24,Thursday,December,2024,Q4,EQ,632.00,634.95,613.25,634.05,630.00,629.55,625.15,714.80,209.80,166032.00,103795666.45,6544.00
24-Dec-24,Tuesday,December,2024,Q4,EQ,666.05,673.25,634.05,667.40,634.05,634.05,643.14,714.80,209.80,216436.00,139198371.15,5946.00
23-Dec-24,Monday,December,2024,Q4,EQ,656.45,679.70,644.05,647.35,669.00,667.40,670.15,714.80,209.80,368962.00,247258167.00,7958.00
20-Dec-24,Friday,December,2024,Q4,EQ,684.80,689.00,647.35,681.40,647.35,647.35,666.81,714.80,209.80,269929.00,179991600.15,7967.00
19-Dec-24,Thursday,December,2024,Q4,EQ,664.95,694.80,661.05,680.95,682.00,681.40,682.92,714.80,209.80,145791.00,99563064.85,5488.00
18-Dec-24,Wednesday,December,2024,Q4,EQ,697.30,699.40,675.60,691.70,679.50,680.95,685.75,714.80,209.80,135403.00,92852897.05,4816.00
17-Dec-24,Tuesday,December,2024,Q4,EQ,697.90,707.00,685.25,693.75,694.00,691.70,696.97,714.80,209.80,234618.00,163521008.70,6400.00
16-Dec-24,Monday,December,2024,Q4,EQ,691.95,695.85,673.15,693.75,694.30,693.75,685.99,714.80,209.80,308812.00,211840656.15,8556.00
13-Dec-24,Friday,December,2024,Q4,EQ,654.75,696.45,646.85,663.30,692.00,693.75,686.29,714.80,209.80,551442.00,378447246.80,9090.00
12-Dec-24,Thursday,December,2024,Q4,EQ,707.75,707.75,660.65,695.40,660.65,663.30,676.87,714.80,209.80,270282.00,182946165.10,7813.00
11-Dec-24,Wednesday,December,2024,Q4,EQ,694.55,700.00,682.05,694.95,694.55,695.40,694.18,714.80,209.80,148351.00,102982855.95,5601.00
